set_code;set_name;set_rarity;set_price;release_date;region;language
MP15-EN091;2015 Mega-Tin Mega Pack;Secret Rare;0;;;
DUEA-EN041;Duelist Alliance;Secret Rare;0;;;
GFP2-EN106;Ghosts From the Past: The 2nd Haunting;Ultra Rare;2.76;;;
BP01-EN015;Battle Pack: Epic Dawn;Rare;0;;;
DL14-EN008;Duelist League 14 participation cards;Rare;10.83;;;
SR01-EN009;Emperor of Darkness Structure Deck;Common;0;;;
FOTB-EN026;Force of the Breaker;Super Rare;0;;;
GLD2-EN026;Gold Series 2009;Gold Rare;0;;;
PGLD-EN062;Premium Gold;Gold Rare;2.8;;;
RA03-EN180;Quarter Century Bonanza;Platinum Secret Rare;0;;;
POTD-EN007;Power of the Duelist;Common;0;;;
YS18-EN006;Starter Deck: Codebreaker;Common;0;;;
YS17-EN003;Starter Deck: Link Strike;Super Rare;0;;;
CDIP-EN031;Cyberdark Impact;Rare;0;;;
STAS-EN043;2-Player Starter Set;Ultra Rare;0;;;
MP21-EN163;2021 Tin of Ancient Battles;Common;0.9;;;
ROTD-EN093;Rise of the Duelist;Super Rare;0;;;
LVAL-EN060;Legacy of the Valiant;Rare;0;;;
MP15-EN033;2015 Mega-Tin Mega Pack;Secret Rare;0;;;
LED9-EN014;Legendary Duelists: Duels From the Deep;Common;1.01;;;
MAGO-EN049;Maximum Gold;Premium Gold Rare;0;;;
OP15-EN020;OTS Tournament Pack 15;Common;1.11;;;
OP15-PT020;OTS Tournament Pack 15 (POR);Common;0;;;
PRIO-EN058;Primal Origin;Secret Rare;0;;;
DRLG-EN044;Dragons of Legend;Secret Rare;1.36;;;
DLCS-EN046;Dragons of Legend: The Complete Series;Common;1.82;;;
BROL-EN091;Brothers of Legend;Ultra Rare;0.93;;;
MZTM-EN100;Maze of the Master;Rare;0;;;
PGLD-EN027;Premium Gold;Gold Secret Rare;5.23;;;
MP14-EN226;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
MP24-EN035;25th Anniversary Tin: Dueling Mirrors;Quarter Century Secret Rare;0;;;
LVAL-EN059;Legacy of the Valiant;Ultimate Rare;0;;;
PGL2-EN060;Premium Gold: Return of the Bling;Gold Rare;0;;;
INCH-EN044;The Infinity Chasers;Super Rare;1.54;;;
WIRA-EN055;Wing Raiders;Common;0;;;
CT10-EN015;2013 Collectible Tins Wave 2;Super Rare;3.46;;;
MP14-EN036;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
LTGY-EN060;Lord of the Tachyon Galaxy;Ultimate Rare;0;;;
MZTM-EN099;Maze of the Master;Rare;0;;;
PGL2-EN058;Premium Gold: Return of the Bling;Gold Rare;0;;;
MP17-EN210;2017 Mega-Tin Mega Pack;Common;0;;;
DPDG-EN042;Duelist Pack: Dimensional Guardians;Common;0;;;
RATE-EN056;Raging Tempest;Common;0;;;
WIRA-EN027;Wing Raiders;Rare;0;;;
YS13-ENV02;Super Starter Power-Up Pack;Ultra Rare;0;;;
MZTM-EN056;Maze of the Master;New;0;;;
MP14-EN101;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
JOTL-EN059;Judgment of the Light;Ultimate Rare;0;;;
PGL2-EN059;Premium Gold: Return of the Bling;Gold Rare;0;;;
DRLG-EN042;Dragons of Legend;Secret Rare;2.4;;;
DLCS-EN044;Dragons of Legend: The Complete Series;Ultra Rare;0;;;
LED9-EN015;Legendary Duelists: Duels From the Deep;Common;0.85;;;
DOCS-EN054;Dimension of Chaos;Rare;0;;;
MP16-EN083;2016 Mega-Tin Mega Pack;Common;0;;;
CORE-EN057;Clash of Rebellions;Common;0;;;
CROS-EN057;Crossed Souls;Rare;0;;;
MP17-EN029;2017 Mega-Tin Mega Pack;Rare;0;;;
OP25-EN023;OTS Tournament Pack 25;Common;0;;;
SHVI-EN058;Shining Victories;Rare;0;;;
WIRA-EN028;Wing Raiders;Super Rare;0;;;
MP22-EN090;2022 Tin of the Pharaoh's Gods;Rare;0;;;
LIOV-EN050;Lightning Overdrive;Super Rare;0;;;
MP20-EN112;2020 Tin of Lost Memories Mega Pack;Common;1.03;;;
RIRA-EN026;Rising Rampage;Common;0;;;
SDCH-EN010;Structure Deck: Spirit Charmers;Common;1.59;;;
BLRR-EN023;Battles of Legend: Relentless Revenge;Ultra Rare;1.76;;;
SDRR-EN023;Structure Deck: Rokket Revolt;Common;1.48;;;
5DS3-EN004;Starter Deck: Duelist Toolbox;Super Rare;0;;;
DR04-EN079;Dark Revelation Volume 4;Rare;82.8;;;
EEN-EN019;Elemental Energy;Rare;0;;;
SD6-EN016;Structure Deck: Spellcaster's Judgment;Common;2.38;;;
CRMS-EN048;Crimson Crisis;Common;0;;;
DP11-EN017;Duelist Pack: Crow;Common;0;;;
LC5D-EN137;Legendary Collection 5D's Mega Pack;Common;1.4;;;
MP16-EN090;2016 Mega-Tin Mega Pack;Common;0;;;
CORE-EN070;Clash of Rebellions;Common;0;;;
MP16-EN145;2016 Mega-Tin Mega Pack;Common;0;;;
DOCS-EN055;Dimension of Chaos;Common;0;;;
GFP2-EN118;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.96;;;
OP03-EN026;OTS Tournament Pack 3;Short Print;0;;;
EP1-EN004;Exclusive Pack;Common;0;;;
GLD1-EN020;Gold Series;Common;0;;;
BP03-EN200;Battle Pack 3: Monster League;Common;0;;;
DR3-EN112;Dark Revelation Volume 3;Rare;0;;;
SDGR-EN032;Geargia Rampage Structure Deck;Common;1.16;;;
SDMM-EN034;Machina Mayhem Structure Deck;Common;1.23;;;
OP27-EN024;OTS Tournament Pack 27;Common;0;;;
RDS-EN052;Rise of Destiny;Rare;0;;;
SBCB-EN080;Speed Duel: Battle City Box;Common;1.12;;;
SD10-EN035;Structure Deck: Machine Re-Volt;Common;1.18;;;
FOTB-EN033;Force of the Breaker;Ultimate Rare;0;;;
LCGX-EN164;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;0;;;
LDS1-EN104;Legendary Duelists: Season 1;Common;0;;;
OP07-EN018;OTS Tournament Pack 7;Common;0;;;
OP07-PT018;OTS Tournament Pack 7 (POR);Common;0.00;;;
RA03-EN182;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN049;Ra Yellow Mega Pack;Common;0;;;
SGX1-ENF11;Speed Duel GX: Duel Academy Box;Common;0;;;
SDCB-EN026;Structure Deck: Legend of the Crystal Beasts;Common;0;;;
DR1-EN091;Dark Revelation Volume 1;Common;0;;;
MFC-036;Magician's Force;Common;1.52;;;
MP17-EN142;2017 Mega-Tin Mega Pack;Common;0;;;
GFTP-EN087;Ghosts From the Past;Ultra Rare;1.22;;;
INOV-EN022;Invasion: Vengeance;Common;0;;;
PEVO-EN052;Pendulum Evolution;Super Rare;0;;;
SHSP-EN036;Shadow Specters;Common;0;;;
FIGA-EN047;Fists of the Gadgets;Super Rare;1.12;;;
MP21-EN067;2021 Tin of Ancient Battles;Common;0.94;;;
ETCO-EN043;Eternity Code;Ultra Rare;0;;;
POTE-EN064;Power of the Elements;Common;0.84;;;
MP21-EN254;2021 Tin of Ancient Battles;Prismatic Secret Rare;0;;;
CT03-EN003;Collectible Tins 2006 Wave 1;Secret Rare;9.3;;;
DR04-EN123;Dark Revelation Volume 4;Ultra Rare;133.97;;;
DUSA-EN098;Duelist Saga;Ultra Rare;1.83;;;
LC02-EN003;Legendary Collection 2: The Duel Academy Years;Ultra Rare;3.26;;;
SOI-EN003;Shadow of Infinity;Ultimate Rare;0;;;
SGX3-ENG03;Speed Duel GX: Duelists of Shadows;Common;0;;;
SDSA-EN044;Structure Deck: Sacred Beasts;Ultra Rare;0;;;
MP21-EN248;2021 Tin of Ancient Battles;Prismatic Secret Rare;0;;;
SDSA-EN001;Structure Deck: Sacred Beasts;Ultra Rare;2.38;;;
LOB-035;Legend of Blue Eyes White Dragon;Common;1.31;;;
LOB-E029;Legend of Blue Eyes White Dragon;Common;8.31;;;
LOB-EN035;Legend of Blue Eyes White Dragon;Common;3.01;;;
DCR-103;Dark Crisis;Common;1.09;;;
DCR-EN103;Dark Crisis;Common;0.00;;;
DR1-EN265;Dark Revelation Volume 1;Common;0;;;
TAEV-EN036;Tactical Evolution;Common;0;;;
INFO-EN039;The Infinite Forbidden;Quarter Century Secret Rare;0;;;
DUEA-EN044;Duelist Alliance;Common;0;;;
GFTP-EN083;Ghosts From the Past;Ultra Rare;1;;;
SDMP-EN024;Master of Pendulum Structure Deck;Common;1.4;;;
PRIO-ENDE4;Primal Origin: Deluxe Edition;Super Rare;4.78;;;
MP17-EN038;2017 Mega-Tin Mega Pack;Common;0;;;
SHVI-EN070;Shining Victories;Common;0;;;
DR3-EN167;Dark Revelation Volume 3;Common;0;;;
FET-EN047;Flaming Eternity;Common;0;;;
FUEN-EN051;Fusion Enforcers;Super Rare;1.72;;;
HISU-EN053;Hidden Summoners;Super Rare;1.4;;;
MP15-EN242;2015 Mega-Tin Mega Pack;Common;0;;;
SECE-EN073;Secrets of Eternity;Common;0;;;
MP18-EN058;2018 Mega-Tin Mega Pack;Rare;0;;;
COTD-EN034;Code of the Duelist;Rare;0;;;
BLMM-EN121;Battles of Legend: Monster Mayhem;Secret Rare;0;;;
LTGY-EN095;Lord of the Tachyon Galaxy;Common;0;;;
RA03-EN254;Quarter Century Bonanza;Platinum Secret Rare;0;;;
EGS1-EN020;Egyptian God Deck: Slifer the Sky Dragon;Super Rare;1.41;;;
LED7-EN002;Legendary Duelists: Rage of Ra;Rare;2.18;;;
SBC1-ENH05;Speed Duel: Streets of Battle City;Common;0;;;
BP03-EN192;Battle Pack 3: Monster League;Common;0;;;
LOD-031;Legacy of Darkness;Common;1.18;;;
LOD-EN031;Legacy of Darkness;Common;1.5;;;
STP2-EN017;Speed Duel Tournament Pack 2;Super Rare;0;;;
SBAD-EN044;Speed Duel: Attack from the Deep;Common;1.02;;;
SBC1-ENA19;Speed Duel: Streets of Battle City;Common;0;;;
YSD-EN034;Starter Deck 2006;Common;0;;;
TU08-EN010;Turbo Pack: Booster Eight;Rare;0;;;
MP22-EN163;2022 Tin of the Pharaoh's Gods;Prismatic Secret Rare;0;;;
DAMA-EN066;Dawn of Majesty;Secret Rare;0;;;
DCR-050;Dark Crisis;Common;1.06;;;
DCR-EN050;Dark Crisis;Common;3.62;;;
DR1-EN212;Dark Revelation Volume 1;Common;0;;;
TU08-EN018;Turbo Pack: Booster Eight;Common;0;;;
AGOV-EN052;Age of Overlord;Super Rare;0;;;
MP24-EN394;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
AGOV-EN053;Age of Overlord;Common;0;;;
MP19-EN140;2019 Gold Sarcophagus Tin Mega Pack;Rare;0;;;
CYHO-EN086;Cybernetic Horizon;Ultra Rare;0;;;
LODT-EN053;Light of Destruction;Common;0;;;
SDLI-EN025;Realm of Light Structure Deck;Common;1.7;;;
MP24-EN374;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
DUNE-EN054;Duelist Nexus;Common;0;;;
DREV-EN067;Duelist Revolution;Rare;0;;;
CBLZ-EN036;Cosmo Blazer;Super Rare;0;;;
DB1-EN127;Dark Beginning 1;Common;0;;;
LOB-071;Legend of Blue Eyes White Dragon;Rare;4.97;;;
LOB-E057;Legend of Blue Eyes White Dragon;Rare;12.12;;;
LOB-EN071;Legend of Blue Eyes White Dragon;Rare;13.13;;;
DR1-EN026;Dark Revelation Volume 1;Rare;0;;;
PGD-078;Pharaonic Guardian;Super Rare;11;;;
DRLG-EN012;Dragons of Legend;Super Rare;1.62;;;
DLCS-EN014;Dragons of Legend: The Complete Series;Common;2.15;;;
DRL3-EN050;Dragons of Legend: Unleashed;Ultra Rare;0;;;
RA01-EN052;25th Anniversary Rarity Collection;Super Rare;0;;;
AP04-EN023;Astral Pack Four;Common;0;;;
BP02-EN139;Battle Pack 2: War of the Giants;Common;0;;;
DR1-EN029;Dark Revelation Volume 1;Common;0;;;
SDDC-EN031;Dragons Collide Structure Deck;Common;0;;;
PGD-081;Pharaonic Guardian;Common;2.66;;;
PGL3-EN080;Premium Gold: Infinite Gold;Gold Rare;0;;;
SP14-EN041;Star Pack 2014;Common;0;;;
SDPL-EN027;Structure Deck: Powercode Link;Common;0;;;
MIL1-EN013;Millennium Pack;Ultra Rare;3.29;;;
BROL-EN012;Brothers of Legend;Secret Rare;1.32;;;
HISU-EN009;Hidden Summoners;Super Rare;0;;;
SR05-EN031;Structure Deck: Wave of Light;Super Rare;0;;;
MP24-EN361;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
CYAC-EN099;Cyberstorm Access;Super Rare;0;;;
EXVC-EN052;Extreme Victory;Common;1.03;;;
LC5D-EN172;Legendary Collection 5D's Mega Pack;Common;1.21;;;
LED7-EN051;Legendary Duelists: Rage of Ra;Common;0;;;
EXVC-EN000;Extreme Victory;Super Rare;0;;;
EXVC-ENSP1;Extreme Victory Sneak Peek Participation Card;Ultra Rare;8.41;;;
RA03-EN251;Quarter Century Bonanza;Platinum Secret Rare;0;;;
SDPL-EN012;Structure Deck: Powercode Link;Common;1.45;;;
DR04-EN069;Dark Revelation Volume 4;Common;1.47;;;
EEN-EN009;Elemental Energy;Common;0;;;
LCJW-EN199;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
REDU-EN079;Return of the Duelist;Super Rare;0;;;
MP22-EN245;2022 Tin of the Pharaoh's Gods;Ultra Rare;0;;;
BODE-EN094;Burst of Destiny;Common;0.87;;;
MP18-EN088;2018 Mega-Tin Mega Pack;Rare;0;;;
COTD-EN078;Code of the Duelist;Rare;0;;;
SR05-EN040;Structure Deck: Wave of Light;Common;0;;;
RATE-EN057;Raging Tempest;Common;0;;;
WISU-EN039;Wild Survivors;Rare;0;;;
WISU-EN037;Wild Survivors;Super Rare;0;;;
WISU-EN038;Wild Survivors;Super Rare;0;;;
BP02-EN175;Battle Pack 2: War of the Giants;Mosaic Rare;0;;;
BP01-EN095;Battle Pack: Epic Dawn;Common;0;;;
DB-EN79;Dark Beginning 2;Common;0;;;
DB2-EN247;Dark Beginning 2;Common;1.59;;;
DEM3-EN018;Demo Deck 2016;Common;0.00;;;
EGS1-EN035;Egyptian God Deck: Slifer the Sky Dragon;Common;1.43;;;
LCYW-EN285;Legendary Collection 3: Yugi's World Mega Pack;Super Rare;0;;;
PGD-051;Pharaonic Guardian;Rare;2.34;;;
RP02-EN071;Retro Pack 2;Common;0;;;
SD1-EN025;Structure Deck: Dragon's Roar;Common;1.6;;;
SD7-EN031;Structure Deck: Invincible Fortress;Common;1.39;;;
SD8-EN033;Structure Deck: Lord of the Storm;Common;1.36;;;
SDPL-EN038;Structure Deck: Powercode Link;Common;0;;;
SD2-EN027;Structure Deck: Zombie Madness;Common;1.58;;;
TAMA-EN057;Tactical Masters;Rare;0;;;
RGBT-EN073;Raging Battle;Common;0;;;
CRBR-EN060;Crossover Breakers;Rare;0;;;
SDCL-EN032;Structure Deck: Cyberse Link;Common;1.43;;;
MP19-EN245;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
DASA-EN015;Dark Saviors;Super Rare;0;;;
MP18-EN198;2018 Mega-Tin Mega Pack;Common;0;;;
EXFO-EN042;Extreme Force;Common;0;;;
FOTB-EN066;Force of the Breaker;Secret Rare;0;;;
GLD4-EN041;Gold Series 4: Pyramids Edition;Common;0;;;
OP06-EN019;OTS Tournament Pack 6;Common;0;;;
SR06-EN023;Structure Deck: Lair of Darkness;Common;0;;;
DR2-EN041;Dark Revelation Volume 2;Common;0;;;
IOC-041;Invasion of Chaos;Common;1.42;;;
IOC-EN041;Invasion of Chaos;Common;0;;;
AP02-EN021;Astral Pack Two;Common;0;;;
BP03-EN158;Battle Pack 3: Monster League;Common;0;;;
TDGS-EN061;The Duelist Genesis;Common;0;;;
DB1-EN016;Dark Beginning 1;Common;0;;;
MRL-030;Magic Ruler;Common;1.77;;;
MRL-E030;Magic Ruler;Common;2.88;;;
SS04-ENB04;Speed Duel Starter Decks: Match of the Millennium;Common;1.26;;;
SRL-030;Spell Ruler;Common;1.8;;;
SRL-EN030;Spell Ruler;Common;3;;;
SDP-002;Starter Deck: Pegasus;Common;1.22;;;
MP24-EN253;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AGOV-EN096;Age of Overlord;Common;0;;;
DUDE-EN006;Duel Devastator;Ultra Rare;1.61;;;
EXVC-EN063;Extreme Victory;Common;1.62;;;
HSRD-EN027;High-Speed Riders;Rare;0;;;
LC5D-EN084;Legendary Collection 5D's Mega Pack;Common;1.35;;;
HSRD-EN026;High-Speed Riders;Common;1.14;;;
MP24-EN025;25th Anniversary Tin: Dueling Mirrors;Quarter Century Secret Rare;0;;;
CT05-EN002;Collectible Tins 2008 Wave 1;Secret Rare;15.33;;;
CT07-EN025;Collectible Tins 2010 Wave 2;Super Rare;6.33;;;
GFP2-EN182;Ghosts From the Past: The 2nd Haunting;Ghost Rare;0;;;
GTP2-EN182;Ghosts From the Past: The 2nd Haunting;Ghost Rare;0;;;
HSRD-EN023;High-Speed Riders;Common;0;;;
LC5D-EN069;Legendary Collection 5D's Mega Pack;Common;0;;;
OP10-PT032;OTS Tournament Pack 10 (POR);Common;0.00;;;
SDCK-EN045;Structure Deck: The Crimson King;Ultra Rare;0;;;
TDGS-EN041;The Duelist Genesis;Ultimate Rare;0;;;
TU06-EN008;Turbo Pack: Booster Six;Rare;0;;;
CRMS-EN004;Crimson Crisis;Ghost Rare;0;;;
OP10-PT027;OTS Tournament Pack 10 (POR);Common;0.00;;;
SDCK-EN017;Structure Deck: The Crimson King;Common;0;;;
ABYR-EN082;Abyss Rising;Super Rare;0;;;
SHVA-EN025;Shadows in Valhalla;Super Rare;0;;;
EXVC-EN046;Extreme Victory;Common;1.44;;;
LC5D-EN077;Legendary Collection 5D's Mega Pack;Rare;0;;;
CBLZ-EN044;Cosmo Blazer;Short Print;0;;;
MP21-EN052;2021 Tin of Ancient Battles;Common;1.05;;;
ETCO-EN016;Eternity Code;Common;0;;;
MP24-EN012;25th Anniversary Tin: Dueling Mirrors;Quarter Century Secret Rare;0;;;
DPRP-EN022;Duelist Pack: Rivals of the Pharaoh;Common;0;;;
DPYG-EN013;Duelist Pack: Yugi;Common;1.03;;;
FIGA-EN007;Fists of the Gadgets;Super Rare;0;;;
SDGR-EN010;Geargia Rampage Structure Deck;Common;1.08;;;
HL07-EN004;Hobby League 7 participation card D;Ultra Parallel Rare;7.1;;;
LCYW-EN040;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
SDMM-EN016;Machina Mayhem Structure Deck;Common;1.13;;;
YSYR-EN020;Starter Deck: Yugi Reloaded;Common;1.08;;;
SD10-EN007;Structure Deck: Machine Re-Volt;Common;1.1;;;
TU08-EN003;Turbo Pack: Booster Eight;Super Rare;0;;;
YGLD-ENC17;Yugi's Legendary Decks;Common;1.03;;;
MP17-EN070;2017 Mega-Tin Mega Pack;Common;0;;;
DPDG-EN026;Duelist Pack: Dimensional Guardians;Common;0;;;
TDIL-EN015;The Dark Illusion;Common;0;;;
MP19-EN017;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN034;Flames of Destruction;Short Print;0;;;
BLTR-EN028;Battles of Legend: Terminal Revenge;Quarter Century Secret Rare;0;;;
DB1-EN115;Dark Beginning 1;Common;0;;;
LOB-054;Legend of Blue Eyes White Dragon;Common;2.19;;;
LOB-E043;Legend of Blue Eyes White Dragon;Common;8.78;;;
LOB-EN054;Legend of Blue Eyes White Dragon;Common;2.72;;;
YSD-EN024;Starter Deck 2006;Common;0;;;
MP17-EN071;2017 Mega-Tin Mega Pack;Common;0;;;
DPDG-EN028;Duelist Pack: Dimensional Guardians;Common;0;;;
TDIL-EN016;The Dark Illusion;Common;0;;;
DLCS-EN113;Dragons of Legend: The Complete Series;Common;1.2;;;
DRL3-EN017;Dragons of Legend: Unleashed;Secret Rare;2.69;;;
CT07-EN005;Collectible Tins 2010 Wave 2;Secret Rare;9.24;;;
HSRD-EN024;High-Speed Riders;Rare;0;;;
LC5D-EN073;Legendary Collection 5D's Mega Pack;Super Rare;0;;;
STBL-EN042;Starstrike Blast;Ultimate Rare;0;;;
SDCK-EN046;Structure Deck: The Crimson King;Common;0;;;
CSOC-EN096;Crossroads of Chaos;Super Rare;0;;;
GLD5-EN023;Gold Series: Haunted Mine;Common;0;;;
WGRT-EN025;War of the Giants Reinforcements;Super Rare;3.99;;;
BPW2-EN025;War of the Giants: Round 2;Super Rare;1.23;;;
ROTD-EN034;Rise of the Duelist;Common;1.01;;;
MP19-EN046;2019 Gold Sarcophagus Tin Mega Pack;Prismatic Secret Rare;0;;;
DUDE-EN056;Duel Devastator;Ultra Rare;2.13;;;
FLOD-EN068;Flames of Destruction;Super Rare;0;;;
OP19-EN027;OTS Tournament Pack 19;Common;1.17;;;
OP19-PT027;OTS Tournament Pack 19 (POR);Common;0;;;
SDRR-EN035;Structure Deck: Rokket Revolt;Common;0;;;
MP21-EN084;2021 Tin of Ancient Battles;Common;1.05;;;
ETCO-EN074;Eternity Code;Super Rare;0;;;
SDCK-EN035;Structure Deck: The Crimson King;Common;0;;;
DPDG-EN024;Duelist Pack: Dimensional Guardians;Rare;0;;;
HSRD-EN016;High-Speed Riders;Common;2.82;;;
SDSB-EN020;Structure Deck: Soulburner;Common;0;;;
SDCK-EN007;Structure Deck: The Crimson King;Common;0;;;
SAST-EN099;Savage Strike;Common;0;;;
SDCK-EN048;Structure Deck: The Crimson King;Ultra Rare;0;;;
LDS2-EN108;Legendary Duelists: Season 2;Ultra Rare;0;;;
LED4-EN025;Legendary Duelists: Sisters of the Rose;Rare;2.65;;;
LC5D-EN083;Legendary Collection 5D's Mega Pack;Common;2.09;;;
STBL-EN064;Starstrike Blast;Common;0;;;
YS14-EN018;Super Starter: Space-Time Showdown;Common;0;;;
DPDG-EN027;Duelist Pack: Dimensional Guardians;Common;0;;;
HSRD-EN015;High-Speed Riders;Super Rare;3.5;;;
SDCK-EN011;Structure Deck: The Crimson King;Common;0;;;
GFTP-EN045;Ghosts From the Past;Ultra Rare;5.89;;;
SDCK-EN044;Structure Deck: The Crimson King;Super Rare;0;;;
PGL3-EN020;Premium Gold: Infinite Gold;Gold Secret Rare;2.32;;;
MP17-EN069;2017 Mega-Tin Mega Pack;Common;0;;;
DPDG-EN025;Duelist Pack: Dimensional Guardians;Common;0;;;
SDCK-EN012;Structure Deck: The Crimson King;Common;0;;;
TDIL-EN014;The Dark Illusion;Common;0;;;
DPDG-EN032;Duelist Pack: Dimensional Guardians;Common;0;;;
HSRD-EN022;High-Speed Riders;Secret Rare;3.03;;;
SDCK-EN033;Structure Deck: The Crimson King;Common;0;;;
TN19-EN005;2019 Gold Sarcophagus Tin;Prismatic Secret Rare;4.73;;;
CORE-EN023;Clash of Rebellions;Super Rare;0;;;
LDK2-ENJ03;Legendary Decks II;Common;2.57;;;
LEDU-EN001;Legendary Duelists;Ultra Rare;17.46;;;
LDS1-EN010;Legendary Duelists: Season 1;Secret Rare;0;;;
SBC1-ENI10;Speed Duel: Streets of Battle City;Common;0;;;
MP24-EN054;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
YAP1-EN002;Anniversary Pack;Ultra Rare;89.05;;;
BPT-005;Booster Pack Collectors Tins 2002;Secret Rare;88.23;;;
DB1-EN126;Dark Beginning 1;Super Rare;7.83;;;
DLG1-EN012;Dark Legends;Rare;12.71;;;
SDDC-EN005;Dragons Collide Structure Deck;Common;11.22;;;
DTP1-EN003;Duel Terminal - Preview Wave 1;Duel Terminal Normal Parallel Rare;0.00;;;
DTP1-EN003;Duel Terminal - Preview Wave 2;Duel Terminal Rare Parallel Rare;750;;;
DT01-EN003;Duel Terminal 1;Duel Terminal Rare Parallel Rare;217.5;;;
DPBC-EN021;Duelist Pack: Battle City;Super Rare;3.01;;;
HAC1-EN003;Hidden Arsenal: Chapter 1;Common;0;;;
LOB-070;Legend of Blue Eyes White Dragon;Ultra Rare;39.69;;;
LOB-E056;Legend of Blue Eyes White Dragon;Ultra Rare;920.45;;;
LOB-EN070;Legend of Blue Eyes White Dragon;Ultra Rare;204;;;
LC01-EN006;Legendary Collection;Ultra Rare;7.28;;;
LCJW-EN003;Legendary Collection 4: Joey's World Mega Pack;Ultra Rare;2.19;;;
LDK2-ENJ01;Legendary Decks II;Common;1.59;;;
LEDU-EN000;Legendary Duelists;Common;3.72;;;
LDS1-EN001;Legendary Duelists: Season 1;Ultra Rare;5.34;;;
MAGO-EN003;Maximum Gold;Premium Gold Rare;9.72;;;
MGED-EN003;Maximum Gold: El Dorado;Premium Gold Rare;8.09;;;
MIL1-EN027;Millennium Pack;Common;2.12;;;
RA03-EN081;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RA04-EN109;Quarter Century Stampede;Platinum Secret Rare;0;;;
RP01-EN011;Retro Pack;Ultra Rare;149.02;;;
JMP-002;Shonen Jump Vol. 2, Issue 1 promotional card;Ultra Rare;9.78;;;
SS02-ENB01;Speed Duel Starter Decks: Duelists of Tomorrow;Common;2.7;;;
STP1-EN007;Speed Duel Tournament Pack 1;Ultra Rare;14.42;;;
SBCB-EN167;Speed Duel: Battle City Box;Common;7.54;;;
SDJ-001;Starter Deck: Joey;Ultra Rare;18.76;;;
SD1-EN002;Structure Deck: Dragon's Roar;Common;1.89;;;
JMP-EN002;Swedish Shonen Jump 2005, Issue 12 promotional card;Ultra Rare;0.00;;;
PCJ-EN001;Yu-Gi-Oh! Power of Chaos: Joey the Passion promotional cards;Prismatic Secret Rare;230;;;
DRL2-EN012;Dragons of Legend 2;Secret Rare;3.15;;;
DLCS-EN063;Dragons of Legend: The Complete Series;Common;1.21;;;
DRL3-EN066;Dragons of Legend: Unleashed;Ultra Rare;0;;;
LEDD-ENA43;Legendary Dragon Decks;Common;1.28;;;
CORE-EN020;Clash of Rebellions;Super Rare;0;;;
LDK2-ENJ02;Legendary Decks II;Common;3.49;;;
ROTA-EN005;Rage of the Abyss;Quarter Century Secret Rare;0;;;
LCJW-EN031;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
MIL1-EN035;Millennium Pack;Common;1.84;;;
PP01-EN015;Premium Pack (TCG);Secret Rare;19.84;;;
FMR-001;Yu-Gi-Oh! Forbidden Memories promotional cards;Prismatic Secret Rare;223.05;;;
MP24-EN107;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
DUNE-EN095;Duelist Nexus;Super Rare;0;;;
DRL2-EN021;Dragons of Legend 2;Super Rare;1.33;;;
DLCS-EN072;Dragons of Legend: The Complete Series;Common;1.94;;;
MP20-EN249;2020 Tin of Lost Memories Mega Pack;Ultra Rare;115.97;;;
MP22-EN264;2022 Tin of the Pharaoh's Gods;Prismatic Secret Rare;0;;;
RA02-EN021;25th Anniversary Rarity Collection II;Collector's Rare;0;;;
BROL-EN094;Brothers of Legend;Starlight Rare;0;;;
LCJW-EN039;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LDS1-EN003;Legendary Duelists: Season 1;Common;0;;;
SGX3-ENB01;Speed Duel GX: Duelists of Shadows;Common;0;;;
SD1-EN001;Structure Deck: Dragon's Roar;Ultra Rare;6.58;;;
WCPP-EN009;World Championship 2010 Card Pack;Rare;98.96;;;
ABPF-ENSE2;Absolute Powerforce: Special Edition;Super Rare;12.76;;;
SDDC-EN013;Dragons Collide Structure Deck;Common;0;;;
DT04-EN060;Duel Terminal 4;Duel Terminal Normal Parallel Rare;0;;;
DUSA-EN068;Duelist Saga;Ultra Rare;4.46;;;
HAC1-EN017;Hidden Arsenal: Chapter 1;Common;0;;;
LCJW-EN050;Legendary Collection 4: Joey's World Mega Pack;Secret Rare;0;;;
LDS1-EN004;Legendary Duelists: Season 1;Common;2.74;;;
